,kalimat,kalimat_norm,kalimat_cf,kalimat_token,kalimat_stopwords,kalimat_stemmed
392,Masih lebih lancar aplikasi kai access daripada yang ini Tau gitu gausah update yak,Masih lebih lancar aplikasi KAI Access daripada yang ini tahu begitu enggak usah memperbarui ya,masih lebih lancar aplikasi kai access daripada yang ini tahu begitu enggak usah memperbarui ya,"['masih', 'lebih', 'lancar', 'aplikasi', 'kai', 'access', 'daripada', 'yang', 'ini', 'tahu', 'begitu', 'enggak', 'usah', 'memperbarui', 'ya']","['lancar', 'aplikasi', 'kai', 'access', 'memperbarui', 'ya']","['lancar', 'aplikasi', 'kai', 'access', 'baru', 'ya']"
397,Setelah diupdate aplikasi tidak bisa dibuka stuck di logo acces by kai,Setelah diperbarui aplikasi tidak bisa dibuka berhenti di logo acces by kai,setelah diperbarui aplikasi tidak bisa dibuka berhenti di logo acces by kai,"['setelah', 'diperbarui', 'aplikasi', 'tidak', 'bisa', 'dibuka', 'berhenti', 'di', 'logo', 'acces', 'by', 'kai']","['diperbarui', 'aplikasi', 'dibuka', 'berhenti', 'logo', 'acces', 'by', 'kai']","['baru', 'aplikasi', 'buka', 'henti', 'logo', 'acces', 'by', 'kai']"
587,Najis aplikasi lemot parah OTP gk pernah kekirim lemot bangat Jadi gk jelas ni aplikasi udah bagus yg dulu fiturnya simpel gk lemot gk papalah tampilannya simpel tapi lancar dari pada tapilan bagus tapi lemot jadi nyusahin user,Najis aplikasi lemot parah OTP enggak pernah terkirim lambat banget jadi enggak jelas ini aplikasi sudah bagus yang dahulu fiturnya simpel enggak lambat enggak apa-apalah tampilannya simpel tetapi lancar dari pada tapilan bagus tetapi lambat jadi menyusahkan pengguna,najis aplikasi lemot parah otp enggak pernah terkirim lambat banget jadi enggak jelas ini aplikasi sudah bagus yang dahulu fiturnya simpel enggak lambat enggak apa-apalah tampilannya simpel tetapi lancar dari pada tapilan bagus tetapi lambat jadi menyusahkan pengguna,"['najis', 'aplikasi', 'lemot', 'parah', 'otp', 'enggak', 'pernah', 'terkirim', 'lambat', 'banget', 'jadi', 'enggak', 'jelas', 'ini', 'aplikasi', 'sudah', 'bagus', 'yang', 'dahulu', 'fiturnya', 'simpel', 'enggak', 'lambat', 'enggak', 'apa-apalah', 'tampilannya', 'simpel', 'tetapi', 'lancar', 'dari', 'pada', 'tapilan', 'bagus', 'tetapi', 'lambat', 'jadi', 'menyusahkan', 'pengguna']","['najis', 'aplikasi', 'lemot', 'parah', 'otp', 'terkirim', 'lambat', 'banget', 'aplikasi', 'bagus', 'fiturnya', 'simpel', 'lambat', 'apa-apalah', 'tampilannya', 'simpel', 'lancar', 'tapilan', 'bagus', 'lambat', 'menyusahkan', 'pengguna']","['najis', 'aplikasi', 'lot', 'parah', 'otp', 'kirim', 'lambat', 'banget', 'aplikasi', 'bagus', 'fiturnya', 'simpel', 'lambat', 'apa', 'tampil', 'simpel', 'lancar', 'tapilan', 'bagus', 'lambat', 'susah', 'guna']"
217,Daftar tiket saya tidak bisa diakses,Daftar tiket saya tidak bisa diakses,daftar tiket saya tidak bisa diakses,"['daftar', 'tiket', 'saya', 'tidak', 'bisa', 'diakses']","['daftar', 'tiket', 'diakses']","['daftar', 'tiket', 'akses']"
4,Setelah update saya tidak bisa menggunakan promo alumni ITB dan QRIS tidak terdeteksi,Setelah memperbarui saya tidak bisa menggunakan promo alumni ITB dan QRIS tidak terdeteksi,setelah memperbarui saya tidak bisa menggunakan promo alumni itb dan qris tidak terdeteksi,"['setelah', 'memperbarui', 'saya', 'tidak', 'bisa', 'menggunakan', 'promo', 'alumni', 'itb', 'dan', 'qris', 'tidak', 'terdeteksi']","['memperbarui', 'promo', 'alumni', 'itb', 'qris', 'terdeteksi']","['baru', 'promo', 'alumni', 'itb', 'qris', 'deteksi']"
620,Eror gabisa mesan jaringan sudah aman tapi tetap saja tidak bisa memesan dengan alasan pesanan kadaluarsa padahal gasampe detik memesan kek gini aja terus sampe kehabisan tiket makasih,Eror enggak bisa mesan jaringan sudah aman tetapi tetap saja tidak bisa memesan dengan alasan pesanan kedaluwarsa padahal enggak sampai detik memesan kayak begini saja terus sampai kehabisan tiket terima kasih,eror enggak bisa mesan jaringan sudah aman tetapi tetap saja tidak bisa memesan dengan alasan pesanan kedaluwarsa padahal enggak sampai detik memesan kayak begini saja terus sampai kehabisan tiket terima kasih,"['eror', 'enggak', 'bisa', 'mesan', 'jaringan', 'sudah', 'aman', 'tetapi', 'tetap', 'saja', 'tidak', 'bisa', 'memesan', 'dengan', 'alasan', 'pesanan', 'kedaluwarsa', 'padahal', 'enggak', 'sampai', 'detik', 'memesan', 'kayak', 'begini', 'saja', 'terus', 'sampai', 'kehabisan', 'tiket', 'terima', 'kasih']","['eror', 'mesan', 'jaringan', 'aman', 'memesan', 'alasan', 'pesanan', 'kedaluwarsa', 'detik', 'memesan', 'kayak', 'kehabisan', 'tiket', 'terima', 'kasih']","['eror', 'mesan', 'jaring', 'aman', 'mes', 'alas', 'pesan', 'kedaluwarsa', 'detik', 'mes', 'kayak', 'habis', 'tiket', 'terima', 'kasih']"
546,Aplikasi dengan tampilan terbaru malah error Gak bisa dibuka padahal lagi buru pesan tiket Parah banget sih,Aplikasi dengan tampilan terbaru malah eror enggak bisa dibuka padahal lagi buru pesan tiket parah banget sih,aplikasi dengan tampilan terbaru malah eror enggak bisa dibuka padahal lagi buru pesan tiket parah banget sih,"['aplikasi', 'dengan', 'tampilan', 'terbaru', 'malah', 'eror', 'enggak', 'bisa', 'dibuka', 'padahal', 'lagi', 'buru', 'pesan', 'tiket', 'parah', 'banget', 'sih']","['aplikasi', 'tampilan', 'terbaru', 'eror', 'dibuka', 'buru', 'pesan', 'tiket', 'parah', 'banget', 'sih']","['aplikasi', 'tampil', 'baru', 'eror', 'buka', 'buru', 'pesan', 'tiket', 'parah', 'banget', 'sih']"
98,Jadi lemot bgtt enakan pake apk sblm diupdate,Jadi lambat banget enakan pakai aplikasi sebelum diperbarui,jadi lambat banget enakan pakai aplikasi sebelum diperbarui,"['jadi', 'lambat', 'banget', 'enakan', 'pakai', 'aplikasi', 'sebelum', 'diperbarui']","['lambat', 'banget', 'enakan', 'pakai', 'aplikasi', 'diperbarui']","['lambat', 'banget', 'enak', 'pakai', 'aplikasi', 'baru']"
573,Tampilan baru memang terlihat fresh tapi ya ampun gak selama ini juga loadingnya dong,Tampilan baru memang terlihat segar tetapi ya ampun enggak selama ini juga memuatnya dong,tampilan baru memang terlihat segar tetapi ya ampun enggak selama ini juga memuatnya dong,"['tampilan', 'baru', 'memang', 'terlihat', 'segar', 'tetapi', 'ya', 'ampun', 'enggak', 'selama', 'ini', 'juga', 'memuatnya', 'dong']","['tampilan', 'segar', 'ya', 'ampun', 'memuatnya']","['tampil', 'segar', 'ya', 'ampun', 'muat']"
406,Habis update malah bisa dibuka,Habis memperbarui malah bisa dibuka,habis memperbarui malah bisa dibuka,"['habis', 'memperbarui', 'malah', 'bisa', 'dibuka']","['habis', 'memperbarui', 'dibuka']","['habis', 'baru', 'buka']"
502,Fitur KAI pay ada scan qr tapi tidak berfungsi apa apa tidak bisa untuk pembayaran scan qr Saya yang salah atau aplikasinya yang salah ya padahal ads saldo lumayan disitu sisa dari pembelian tiket,Fitur KAI pay ada penipuan karena tetapi tidak berfungsi apa apa tidak bisa untuk pembayaran penipuan karena saya yang salah atau aplikasinya yang salah ya padahal ads saldo lumayan di situ sisa dari pembelian tiket,fitur kai pay ada penipuan karena tetapi tidak berfungsi apa apa tidak bisa untuk pembayaran penipuan karena saya yang salah atau aplikasinya yang salah ya padahal ads saldo lumayan di situ sisa dari pembelian tiket,"['fitur', 'kai', 'pay', 'ada', 'penipuan', 'karena', 'tetapi', 'tidak', 'berfungsi', 'apa', 'apa', 'tidak', 'bisa', 'untuk', 'pembayaran', 'penipuan', 'karena', 'saya', 'yang', 'salah', 'atau', 'aplikasinya', 'yang', 'salah', 'ya', 'padahal', 'ads', 'saldo', 'lumayan', 'di', 'situ', 'sisa', 'dari', 'pembelian', 'tiket']","['fitur', 'kai', 'pay', 'penipuan', 'berfungsi', 'pembayaran', 'penipuan', 'salah', 'aplikasinya', 'salah', 'ya', 'ads', 'saldo', 'lumayan', 'situ', 'sisa', 'pembelian', 'tiket']","['fitur', 'kai', 'pay', 'tipu', 'fungsi', 'bayar', 'tipu', 'salah', 'aplikasi', 'salah', 'ya', 'ads', 'saldo', 'lumayan', 'situ', 'sisa', 'beli', 'tiket']"
47,Fiturny banyak sepaket lemotnya juga minta ampun,Fiturnya banyak sepaket lambat juga minta ampun,fiturnya banyak sepaket lambat juga minta ampun,"['fiturnya', 'banyak', 'sepaket', 'lambat', 'juga', 'minta', 'ampun']","['fiturnya', 'sepaket', 'lambat', 'ampun']","['fiturnya', 'paket', 'lambat', 'ampun']"
32,Ganti baru malah ngak bisa tuk pesan KA antar kota tpi kalau KA lokasi bisa,Ganti baru malah enggak bisa untuk pesan KA antar kota tetapi kalau KA lokasi bisa,ganti baru malah enggak bisa untuk pesan ka antar kota tetapi kalau ka lokasi bisa,"['ganti', 'baru', 'malah', 'enggak', 'bisa', 'untuk', 'pesan', 'ka', 'antar', 'kota', 'tetapi', 'kalau', 'ka', 'lokasi', 'bisa']","['ganti', 'pesan', 'ka', 'kota', 'ka', 'lokasi']","['ganti', 'pesan', 'ka', 'kota', 'ka', 'lokasi']"
200,Diperbarui bukanya malah lebih baik malah menyusahkan Mau upgrade ke basic pake akun yang lama muncul tulisan email dan no hp sudah out Bintang,Diperbarui bukannya malah lebih baik malah menyusahkan mau meningkatkan ke dasar pakai akun yang lama muncul tulisan surel dan nomor telepon seluler sudah keluar Bintang,diperbarui bukannya malah lebih baik malah menyusahkan mau meningkatkan ke dasar pakai akun yang lama muncul tulisan surel dan nomor telepon seluler sudah keluar bintang,"['diperbarui', 'bukannya', 'malah', 'lebih', 'baik', 'malah', 'menyusahkan', 'mau', 'meningkatkan', 'ke', 'dasar', 'pakai', 'akun', 'yang', 'lama', 'muncul', 'tulisan', 'surel', 'dan', 'nomor', 'telepon', 'seluler', 'sudah', 'keluar', 'bintang']","['diperbarui', 'menyusahkan', 'meningkatkan', 'dasar', 'pakai', 'akun', 'muncul', 'tulisan', 'surel', 'nomor', 'telepon', 'seluler', 'bintang']","['baru', 'susah', 'tingkat', 'dasar', 'pakai', 'akun', 'muncul', 'tulis', 'surel', 'nomor', 'telepon', 'seluler', 'bintang']"
134,Setelag update aplikasi menjadi sangat lemot di semua fiturnya terutama di fitur Tiket Saya Tiket yang sudah dibeli lama sekali bufferingnya menyebabkan kelamaan menunggu dipenukaran tiket cetak boarding Dan fitur Kereta untuk membeli tiker antar kotapun demikian begitu lemot bufferingnya Mungkin seharusnya dicoba terlebih dahulu di internal KAI jangan langsung main update tetapi aplikasi belum bisa maksimal,Setelah memperbarui aplikasi menjadi sangat lambat di semua fiturnya terutama di fitur Tiket Saya Tiket yang sudah dibeli lama sekali pertunjukannya menyebabkan kelamaan menunggu dipenukaran tiket cetak pengatan dan fitur kereta untuk membeli tiker antar kota pun demikian begitu lambat pertangannya mungkin seharusnya dicoba terlebih dahulu di internal KAI jangan langsung main perbarui tetapi aplikasi belum bisa maksimal,setelah memperbarui aplikasi menjadi sangat lambat di semua fiturnya terutama di fitur tiket saya tiket yang sudah dibeli lama sekali pertunjukannya menyebabkan kelamaan menunggu dipenukaran tiket cetak pengatan dan fitur kereta untuk membeli tiker antar kota pun demikian begitu lambat pertangannya mungkin seharusnya dicoba terlebih dahulu di internal kai jangan langsung main perbarui tetapi aplikasi belum bisa maksimal,"['setelah', 'memperbarui', 'aplikasi', 'menjadi', 'sangat', 'lambat', 'di', 'semua', 'fiturnya', 'terutama', 'di', 'fitur', 'tiket', 'saya', 'tiket', 'yang', 'sudah', 'dibeli', 'lama', 'sekali', 'pertunjukannya', 'menyebabkan', 'kelamaan', 'menunggu', 'dipenukaran', 'tiket', 'cetak', 'pengatan', 'dan', 'fitur', 'kereta', 'untuk', 'membeli', 'tiker', 'antar', 'kota', 'pun', 'demikian', 'begitu', 'lambat', 'pertangannya', 'mungkin', 'seharusnya', 'dicoba', 'terlebih', 'dahulu', 'di', 'internal', 'kai', 'jangan', 'langsung', 'main', 'perbarui', 'tetapi', 'aplikasi', 'belum', 'bisa', 'maksimal']","['memperbarui', 'aplikasi', 'lambat', 'fiturnya', 'fitur', 'tiket', 'tiket', 'dibeli', 'pertunjukannya', 'menyebabkan', 'menunggu', 'dipenukaran', 'tiket', 'cetak', 'pengatan', 'fitur', 'kereta', 'membeli', 'tiker', 'kota', 'lambat', 'pertangannya', 'dicoba', 'internal', 'kai', 'langsung', 'main', 'perbarui', 'aplikasi', 'maksimal']","['baru', 'aplikasi', 'lambat', 'fiturnya', 'fitur', 'tiket', 'tiket', 'beli', 'tunjuk', 'sebab', 'tunggu', 'tukar', 'tiket', 'cetak', 'pengat', 'fitur', 'kereta', 'beli', 'tiker', 'kota', 'lambat', 'tang', 'coba', 'internal', 'kai', 'langsung', 'main', 'baru', 'aplikasi', 'maksimal']"
27,Setelah di update ke fitur baru jadi lemot bgt,Setelah diperbarui ke fitur baru jadi lambat banget,setelah diperbarui ke fitur baru jadi lambat banget,"['setelah', 'diperbarui', 'ke', 'fitur', 'baru', 'jadi', 'lambat', 'banget']","['diperbarui', 'fitur', 'lambat', 'banget']","['baru', 'fitur', 'lambat', 'banget']"
611,Tampilan jadi semakin bagus sebelum di Update sering Lemot setelah di Update untuk akses ke semua Fitur lancar jaya Fitur untuk Commuter Line lebih lancar dibandingkan via aplikasi Acces,Tampilan jadi semakin bagus sebelum diperbarui sering lambat setelah diperbarui untuk akses ke semua Fitur lancar jaya Fitur untuk Commuter Line lebih lancar dibandingkan via aplikasi Acces,tampilan jadi semakin bagus sebelum diperbarui sering lambat setelah diperbarui untuk akses ke semua fitur lancar jaya fitur untuk commuter line lebih lancar dibandingkan via aplikasi acces,"['tampilan', 'jadi', 'semakin', 'bagus', 'sebelum', 'diperbarui', 'sering', 'lambat', 'setelah', 'diperbarui', 'untuk', 'akses', 'ke', 'semua', 'fitur', 'lancar', 'jaya', 'fitur', 'untuk', 'commuter', 'line', 'lebih', 'lancar', 'dibandingkan', 'via', 'aplikasi', 'acces']","['tampilan', 'bagus', 'diperbarui', 'lambat', 'diperbarui', 'akses', 'fitur', 'lancar', 'jaya', 'fitur', 'commuter', 'line', 'lancar', 'dibandingkan', 'via', 'aplikasi', 'acces']","['tampil', 'bagus', 'baru', 'lambat', 'baru', 'akses', 'fitur', 'lancar', 'jaya', 'fitur', 'commuter', 'line', 'lancar', 'banding', 'via', 'aplikasi', 'acces']"
230,Aplikasinya membingungkan setelah di upgrade mau cari kereta aja ga bisa aplikasinya lemotttttt,Aplikasinya membingungkan setelah ditingkatkan mau cari kereta saja enggak bisa aplikasinya lambat,aplikasinya membingungkan setelah ditingkatkan mau cari kereta saja enggak bisa aplikasinya lambat,"['aplikasinya', 'membingungkan', 'setelah', 'ditingkatkan', 'mau', 'cari', 'kereta', 'saja', 'enggak', 'bisa', 'aplikasinya', 'lambat']","['aplikasinya', 'membingungkan', 'ditingkatkan', 'cari', 'kereta', 'aplikasinya', 'lambat']","['aplikasi', 'bingung', 'tingkat', 'cari', 'kereta', 'aplikasi', 'lambat']"
489,Setelah update aplikasi kok malah tambah lemot saya udh pesan tiket kereta dan udh saya bayar lunas tpi kenapa ga ada tiket yg keluar di aplikasi ny Coba saya cek di histori pemesanan malah zonk ga ada tiket muncul Tolong aplikasiny disempurnakan uang saya udh terlanjur masuk soalny,Setelah memperbarui aplikasi kok malah tambah lambat saya sudah pesan tiket kereta dan sudah saya bayar lunas tetapi kenapa enggak ada tiket yang keluar di aplikasinya coba saya cek di riwayat pemesanan malah tidak sesuai harapan enggak ada tiket muncul tolong aplikasinya disempurnakan uang saya sudah terlanjur masuk soalnya,setelah memperbarui aplikasi kok malah tambah lambat saya sudah pesan tiket kereta dan sudah saya bayar lunas tetapi kenapa enggak ada tiket yang keluar di aplikasinya coba saya cek di riwayat pemesanan malah tidak sesuai harapan enggak ada tiket muncul tolong aplikasinya disempurnakan uang saya sudah terlanjur masuk soalnya,"['setelah', 'memperbarui', 'aplikasi', 'kok', 'malah', 'tambah', 'lambat', 'saya', 'sudah', 'pesan', 'tiket', 'kereta', 'dan', 'sudah', 'saya', 'bayar', 'lunas', 'tetapi', 'kenapa', 'enggak', 'ada', 'tiket', 'yang', 'keluar', 'di', 'aplikasinya', 'coba', 'saya', 'cek', 'di', 'riwayat', 'pemesanan', 'malah', 'tidak', 'sesuai', 'harapan', 'enggak', 'ada', 'tiket', 'muncul', 'tolong', 'aplikasinya', 'disempurnakan', 'uang', 'saya', 'sudah', 'terlanjur', 'masuk', 'soalnya']","['memperbarui', 'aplikasi', 'lambat', 'pesan', 'tiket', 'kereta', 'bayar', 'lunas', 'tiket', 'aplikasinya', 'coba', 'cek', 'riwayat', 'pemesanan', 'sesuai', 'harapan', 'tiket', 'muncul', 'tolong', 'aplikasinya', 'disempurnakan', 'uang', 'terlanjur', 'masuk']","['baru', 'aplikasi', 'lambat', 'pesan', 'tiket', 'kereta', 'bayar', 'lunas', 'tiket', 'aplikasi', 'coba', 'cek', 'riwayat', 'mesan', 'sesuai', 'harap', 'tiket', 'muncul', 'tolong', 'aplikasi', 'sempurna', 'uang', 'lanjur', 'masuk']"
378,Kirain setelah pergantian nama bakal lebih baik ternyata sama aja kayak sebelumnya Maaf bintang satu dulu,Kirain setelah pergantian nama bakal lebih baik ternyata sama saja kayak sebelumnya maaf bintang satu dahulu,kirain setelah pergantian nama bakal lebih baik ternyata sama saja kayak sebelumnya maaf bintang satu dahulu,"['kirain', 'setelah', 'pergantian', 'nama', 'bakal', 'lebih', 'baik', 'ternyata', 'sama', 'saja', 'kayak', 'sebelumnya', 'maaf', 'bintang', 'satu', 'dahulu']","['kirain', 'pergantian', 'nama', 'kayak', 'maaf', 'bintang']","['kirain', 'ganti', 'nama', 'kayak', 'maaf', 'bintang']"
288,Ini aplikasi nya banyak pengguna jadi suka lemot dan tapi KAI belum mengatasi masalah itu,Ini aplikasinya banyak pengguna jadi suka lambat dan tetapi KAI belum mengatasi masalah itu,ini aplikasinya banyak pengguna jadi suka lambat dan tetapi kai belum mengatasi masalah itu,"['ini', 'aplikasinya', 'banyak', 'pengguna', 'jadi', 'suka', 'lambat', 'dan', 'tetapi', 'kai', 'belum', 'mengatasi', 'masalah', 'itu']","['aplikasinya', 'pengguna', 'suka', 'lambat', 'kai', 'mengatasi']","['aplikasi', 'guna', 'suka', 'lambat', 'kai', 'atas']"
418,Lemot bangetttt woy apk apaan dah mending yang lama suruh update malah kek gini kembaliin aja sistem lama,Lemot banget woi aplikasi apa sudah mending yang lama suruh diperbarui malah kayak begini kembalikan saja sistem lama,lemot banget woi aplikasi apa sudah mending yang lama suruh diperbarui malah kayak begini kembalikan saja sistem lama,"['lemot', 'banget', 'woi', 'aplikasi', 'apa', 'sudah', 'mending', 'yang', 'lama', 'suruh', 'diperbarui', 'malah', 'kayak', 'begini', 'kembalikan', 'saja', 'sistem', 'lama']","['lemot', 'banget', 'woi', 'aplikasi', 'mending', 'suruh', 'diperbarui', 'kayak', 'kembalikan', 'sistem']","['lot', 'banget', 'woi', 'aplikasi', 'mending', 'suruh', 'baru', 'kayak', 'kembali', 'sistem']"
391,Ini kenapa setelah di update jadi lemot dibuka gak bisa KAI tolong di perbaiki bagus yg sebelumnya,Ini kenapa setelah diperbarui jadi lambat dibuka enggak bisa KAI tolong diperbaiki bagus yang sebelumnya,ini kenapa setelah diperbarui jadi lambat dibuka enggak bisa kai tolong diperbaiki bagus yang sebelumnya,"['ini', 'kenapa', 'setelah', 'diperbarui', 'jadi', 'lambat', 'dibuka', 'enggak', 'bisa', 'kai', 'tolong', 'diperbaiki', 'bagus', 'yang', 'sebelumnya']","['diperbarui', 'lambat', 'dibuka', 'kai', 'tolong', 'diperbaiki', 'bagus']","['baru', 'lambat', 'buka', 'kai', 'tolong', 'baik', 'bagus']"
592,Aplikasi dengan tampilan baru malah sering eror Masih enakan aplikasi yg lama,Aplikasi dengan tampilan baru malah sering eror masih enakan aplikasi yang lama,aplikasi dengan tampilan baru malah sering eror masih enakan aplikasi yang lama,"['aplikasi', 'dengan', 'tampilan', 'baru', 'malah', 'sering', 'eror', 'masih', 'enakan', 'aplikasi', 'yang', 'lama']","['aplikasi', 'tampilan', 'eror', 'enakan', 'aplikasi']","['aplikasi', 'tampil', 'eror', 'enak', 'aplikasi']"
498,Wahh tampilan nya sekarang ok banget Cuma sayang metode pembayaran masih dibatasi kartu debit mandiri sama OVO Mohon tambahin dong ewallet Gopay dan DANA Terus debit BRI Mandiri sama BCA,Wah tampilannya sekarang oke banget cuma sayang metode pembayaran masih dibatasi kartu debit Mandiri sama OVO Mohon tambahkan dong penghapusan Gopay dan DANA Terus debit BRI Mandiri sama BCA,wah tampilannya sekarang oke banget cuma sayang metode pembayaran masih dibatasi kartu debit mandiri sama ovo mohon tambahkan dong penghapusan gopay dan dana terus debit bri mandiri sama bca,"['wah', 'tampilannya', 'sekarang', 'oke', 'banget', 'cuma', 'sayang', 'metode', 'pembayaran', 'masih', 'dibatasi', 'kartu', 'debit', 'mandiri', 'sama', 'ovo', 'mohon', 'tambahkan', 'dong', 'penghapusan', 'gopay', 'dan', 'dana', 'terus', 'debit', 'bri', 'mandiri', 'sama', 'bca']","['tampilannya', 'oke', 'banget', 'sayang', 'metode', 'pembayaran', 'dibatasi', 'kartu', 'debit', 'mandiri', 'ovo', 'mohon', 'tambahkan', 'penghapusan', 'gopay', 'dana', 'debit', 'bri', 'mandiri', 'bca']","['tampil', 'oke', 'banget', 'sayang', 'metode', 'bayar', 'batas', 'kartu', 'debit', 'mandiri', 'ovo', 'mohon', 'tambah', 'hapus', 'gopay', 'dana', 'debit', 'bri', 'mandiri', 'bca']"
138, suruh upgrade ke basic tp idnum already exist itu gmna min Kesel jg lama,suruh ditingkatkan ke Basic tetapi idnum already exist itu bagaimana admin kesal juga lama,suruh ditingkatkan ke basic tetapi idnum already exist itu bagaimana admin kesal juga lama,"['suruh', 'ditingkatkan', 'ke', 'basic', 'tetapi', 'idnum', 'already', 'exist', 'itu', 'bagaimana', 'admin', 'kesal', 'juga', 'lama']","['suruh', 'ditingkatkan', 'basic', 'idnum', 'already', 'exist', 'admin', 'kesal']","['suruh', 'tingkat', 'basic', 'idnum', 'already', 'exist', 'admin', 'kesal']"
62,Sangat membantu sekali,Sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']",['membantu'],['bantu']
471,Applikasinya lemoottt bgdddddd jdi lamaaa loading doang jdinya efisien pdhl update baru bkin emosi ribet gak praktis sama sekali,Aplikasinya lemot bgdd jadi lama memuat doang jadinya efisien padahal pembaruan baru bikin emosi ribet enggak praktis sama sekali,aplikasinya lemot bgdd jadi lama memuat doang jadinya efisien padahal pembaruan baru bikin emosi ribet enggak praktis sama sekali,"['aplikasinya', 'lemot', 'bgdd', 'jadi', 'lama', 'memuat', 'doang', 'jadinya', 'efisien', 'padahal', 'pembaruan', 'baru', 'bikin', 'emosi', 'ribet', 'enggak', 'praktis', 'sama', 'sekali']","['aplikasinya', 'lemot', 'bgdd', 'memuat', 'doang', 'efisien', 'pembaruan', 'bikin', 'emosi', 'ribet', 'praktis']","['aplikasi', 'lot', 'bgdd', 'muat', 'doang', 'efisien', 'baru', 'bikin', 'emosi', 'ribet', 'praktis']"
128,Untuk membuka aplikasi jadi memerlukan waktu yang cukup lama setelah pembaruan,Untuk membuka aplikasi jadi memerlukan waktu yang cukup lama setelah pembaruan,untuk membuka aplikasi jadi memerlukan waktu yang cukup lama setelah pembaruan,"['untuk', 'membuka', 'aplikasi', 'jadi', 'memerlukan', 'waktu', 'yang', 'cukup', 'lama', 'setelah', 'pembaruan']","['membuka', 'aplikasi', 'pembaruan']","['buka', 'aplikasi', 'baru']"
677,update baru malah hancur bos gak bisa login aplikasi dihapus donload lagi masih tetep tdk bisa login juga,memperbarui baru malah hancur bos enggak bisa masuk aplikasi dihapus unduh lagi masih tetap tidak bisa masuk juga,memperbarui baru malah hancur bos enggak bisa masuk aplikasi dihapus unduh lagi masih tetap tidak bisa masuk juga,"['memperbarui', 'baru', 'malah', 'hancur', 'bos', 'enggak', 'bisa', 'masuk', 'aplikasi', 'dihapus', 'unduh', 'lagi', 'masih', 'tetap', 'tidak', 'bisa', 'masuk', 'juga']","['memperbarui', 'hancur', 'bos', 'masuk', 'aplikasi', 'dihapus', 'unduh', 'masuk']","['baru', 'hancur', 'bos', 'masuk', 'aplikasi', 'hapus', 'unduh', 'masuk']"
520,Sementara saya kasih bintang apknya memang udah good nice Akan tetapi saat pembayarannya rada ribet Mohon dong wallet spt GoPay dan Dana diadakan dong sehingga saat pembayarannya tidak ribet Terus Banking pada saat transaksi ada kendala juga Mohon ditingkatkan layanannya sehingga konsumen nyaman,Sementara saya kasih bintang aplikasinya memang sudah bagus akan tetapi saat pembayarannya rada ribet mohon dong wallet seperti Gopay dan dana diadakan dong sehingga saat pembayarannya tidak ribet terus banking pada saat transaksi ada kendala juga mohon ditingkatkan layanannya sehingga konsumen nyaman,sementara saya kasih bintang aplikasinya memang sudah bagus akan tetapi saat pembayarannya rada ribet mohon dong wallet seperti gopay dan dana diadakan dong sehingga saat pembayarannya tidak ribet terus banking pada saat transaksi ada kendala juga mohon ditingkatkan layanannya sehingga konsumen nyaman,"['sementara', 'saya', 'kasih', 'bintang', 'aplikasinya', 'memang', 'sudah', 'bagus', 'akan', 'tetapi', 'saat', 'pembayarannya', 'rada', 'ribet', 'mohon', 'dong', 'wallet', 'seperti', 'gopay', 'dan', 'dana', 'diadakan', 'dong', 'sehingga', 'saat', 'pembayarannya', 'tidak', 'ribet', 'terus', 'banking', 'pada', 'saat', 'transaksi', 'ada', 'kendala', 'juga', 'mohon', 'ditingkatkan', 'layanannya', 'sehingga', 'konsumen', 'nyaman']","['kasih', 'bintang', 'aplikasinya', 'bagus', 'pembayarannya', 'rada', 'ribet', 'mohon', 'wallet', 'gopay', 'dana', 'diadakan', 'pembayarannya', 'ribet', 'banking', 'transaksi', 'kendala', 'mohon', 'ditingkatkan', 'layanannya', 'konsumen', 'nyaman']","['kasih', 'bintang', 'aplikasi', 'bagus', 'bayar', 'rada', 'ribet', 'mohon', 'wallet', 'gopay', 'dana', 'ada', 'bayar', 'ribet', 'banking', 'transaksi', 'kendala', 'mohon', 'tingkat', 'layan', 'konsumen', 'nyaman']"
