,kalimat,kalimat_norm,kalimat_cf,kalimat_token,kalimat_stopwords,kalimat_stemmed
158,aplikasi susah dibuka setelah melakukan pembelian tiket padahal malam hari ini keberangkatan,aplikasi susah dibuka setelah melakukan pembelian tiket padahal malam hari ini keberangkatan,aplikasi susah dibuka setelah melakukan pembelian tiket padahal malam hari ini keberangkatan,"['aplikasi', 'susah', 'dibuka', 'setelah', 'melakukan', 'pembelian', 'tiket', 'padahal', 'malam', 'hari', 'ini', 'keberangkatan']","['aplikasi', 'susah', 'dibuka', 'pembelian', 'tiket', 'malam', 'keberangkatan']","['aplikasi', 'susah', 'buka', 'beli', 'tiket', 'malam', 'berangkat']"
497,aplikasi nggk banget secara dulu waktu untuk pembayaran selama menit sekarang setelah di update bukannya malah membaik malahan sering terjadi error ketika akan melakukan pembayaran bahkan untuk waktunya sekarang di persingkat hanya detik tidak worth it bagi pengguna hp yang di rasa dengan proses loading yang cukup lama,aplikasi enggak banget secara dahulu waktu untuk pembayaran selama menit sekarang setelah diperbarui bukannya malah membaik malahan sering terjadi eror ketika akan melakukan pembayaran bahkan untuk waktunya sekarang di persingkat hanya detik tidak setimpal bagi pengguna telepon seluler yang di rasa dengan proses memuat yang cukup lama,aplikasi enggak banget secara dahulu waktu untuk pembayaran selama menit sekarang setelah diperbarui bukannya malah membaik malahan sering terjadi eror ketika akan melakukan pembayaran bahkan untuk waktunya sekarang di persingkat hanya detik tidak setimpal bagi pengguna telepon seluler yang di rasa dengan proses memuat yang cukup lama,"['aplikasi', 'enggak', 'banget', 'secara', 'dahulu', 'waktu', 'untuk', 'pembayaran', 'selama', 'menit', 'sekarang', 'setelah', 'diperbarui', 'bukannya', 'malah', 'membaik', 'malahan', 'sering', 'terjadi', 'eror', 'ketika', 'akan', 'melakukan', 'pembayaran', 'bahkan', 'untuk', 'waktunya', 'sekarang', 'di', 'persingkat', 'hanya', 'detik', 'tidak', 'setimpal', 'bagi', 'pengguna', 'telepon', 'seluler', 'yang', 'di', 'rasa', 'dengan', 'proses', 'memuat', 'yang', 'cukup', 'lama']","['aplikasi', 'banget', 'pembayaran', 'menit', 'diperbarui', 'membaik', 'eror', 'pembayaran', 'persingkat', 'detik', 'setimpal', 'pengguna', 'telepon', 'seluler', 'proses', 'memuat']","['aplikasi', 'banget', 'bayar', 'menit', 'baru', 'baik', 'eror', 'bayar', 'singkat', 'detik', 'timpal', 'guna', 'telepon', 'seluler', 'proses', 'muat']"
395,bagus aplikasi sebelum diupdate aplikasi yang baru lebih ribet mohon diperbaiki,bagus aplikasi sebelum diperbarui aplikasi yang baru lebih ribet mohon diperbaiki,bagus aplikasi sebelum diperbarui aplikasi yang baru lebih ribet mohon diperbaiki,"['bagus', 'aplikasi', 'sebelum', 'diperbarui', 'aplikasi', 'yang', 'baru', 'lebih', 'ribet', 'mohon', 'diperbaiki']","['bagus', 'aplikasi', 'diperbarui', 'aplikasi', 'ribet', 'mohon', 'diperbaiki']","['bagus', 'aplikasi', 'baru', 'aplikasi', 'ribet', 'mohon', 'baik']"
155,kenapa sekarang susah banget masuk pesen semua nya loading parah,kenapa sekarang susah banget masuk pesan semuanya memuat parah,kenapa sekarang susah banget masuk pesan semuanya memuat parah,"['kenapa', 'sekarang', 'susah', 'banget', 'masuk', 'pesan', 'semuanya', 'memuat', 'parah']","['susah', 'banget', 'masuk', 'pesan', 'memuat', 'parah']","['susah', 'banget', 'masuk', 'pesan', 'muat', 'parah']"
321,aplikasi lemot bukannya mempermudah malah mempersulit bapak saya sampe debat sama security stasiun gara gabisa pesen tiket tolong di perbaiki lagi kalo bisa evaluasi besaran biar penumpang ga banyak yg di rugikan,aplikasi lambat bukannya mempermudah malah mempersulit bapak saya sampai debat sama keamanan stasiun gara-gabisa pesan tiket tolong diperbaiki lagi kalau bisa evaluasi besaran biar penumpang enggak banyak yang dirugikan,aplikasi lambat bukannya mempermudah malah mempersulit bapak saya sampai debat sama keamanan stasiun gara-gabisa pesan tiket tolong diperbaiki lagi kalau bisa evaluasi besaran biar penumpang enggak banyak yang dirugikan,"['aplikasi', 'lambat', 'bukannya', 'mempermudah', 'malah', 'mempersulit', 'bapak', 'saya', 'sampai', 'debat', 'sama', 'keamanan', 'stasiun', 'gara-gabisa', 'pesan', 'tiket', 'tolong', 'diperbaiki', 'lagi', 'kalau', 'bisa', 'evaluasi', 'besaran', 'biar', 'penumpang', 'enggak', 'banyak', 'yang', 'dirugikan']","['aplikasi', 'lambat', 'mempermudah', 'mempersulit', 'debat', 'keamanan', 'stasiun', 'gara-gabisa', 'pesan', 'tiket', 'tolong', 'diperbaiki', 'evaluasi', 'besaran', 'biar', 'penumpang', 'dirugikan']","['aplikasi', 'lambat', 'mudah', 'sulit', 'debat', 'aman', 'stasiun', 'gara-gabisa', 'pesan', 'tiket', 'tolong', 'baik', 'evaluasi', 'besar', 'biar', 'tumpang', 'rugi']"
212,setelah update semakin lemot ya ada solusi kah,setelah memperbarui semakin lambat ya ada solusikah,setelah memperbarui semakin lambat ya ada solusikah,"['setelah', 'memperbarui', 'semakin', 'lambat', 'ya', 'ada', 'solusikah']","['memperbarui', 'lambat', 'ya', 'solusikah']","['baru', 'lambat', 'ya', 'solusi']"
234,update aplikasi baru jadi kacau balau sumpah najis dah,pembaruan aplikasi baru jadi kacau balau sumpah najis deh,pembaruan aplikasi baru jadi kacau balau sumpah najis deh,"['pembaruan', 'aplikasi', 'baru', 'jadi', 'kacau', 'balau', 'sumpah', 'najis', 'deh']","['pembaruan', 'aplikasi', 'kacau', 'balau', 'sumpah', 'najis', 'deh']","['baru', 'aplikasi', 'kacau', 'balau', 'sumpah', 'najis', 'deh']"
289,setelah di update jadi lemot buka aplikasinya payah buka app loadingnya lama,setelah diperbarui jadi lambat buka aplikasinya payah buka aplikasi memuatnya lama,setelah diperbarui jadi lambat buka aplikasinya payah buka aplikasi memuatnya lama,"['setelah', 'diperbarui', 'jadi', 'lambat', 'buka', 'aplikasinya', 'payah', 'buka', 'aplikasi', 'memuatnya', 'lama']","['diperbarui', 'lambat', 'buka', 'aplikasinya', 'payah', 'buka', 'aplikasi', 'memuatnya']","['baru', 'lambat', 'buka', 'aplikasi', 'payah', 'buka', 'aplikasi', 'muat']"
300,makin ribet malah downgrade mau cari kereta harus klik dulu keretanya untuk tau ketersediaan kursi msh enak aplikasi yg dulu lgsg terlihat ketersediaan kursinya,makin ribet malah unduh mau cari kereta harus klik dahulu keretanya untuk tahu ketersediaan kursi masih enak aplikasi yang dahulu langsung terlihat ketersediaan kursinya,makin ribet malah unduh mau cari kereta harus klik dahulu keretanya untuk tahu ketersediaan kursi masih enak aplikasi yang dahulu langsung terlihat ketersediaan kursinya,"['makin', 'ribet', 'malah', 'unduh', 'mau', 'cari', 'kereta', 'harus', 'klik', 'dahulu', 'keretanya', 'untuk', 'tahu', 'ketersediaan', 'kursi', 'masih', 'enak', 'aplikasi', 'yang', 'dahulu', 'langsung', 'terlihat', 'ketersediaan', 'kursinya']","['ribet', 'unduh', 'cari', 'kereta', 'klik', 'keretanya', 'ketersediaan', 'kursi', 'enak', 'aplikasi', 'langsung', 'ketersediaan', 'kursinya']","['ribet', 'unduh', 'cari', 'kereta', 'klik', 'kereta', 'sedia', 'kursi', 'enak', 'aplikasi', 'langsung', 'sedia', 'kursi']"
356,aplikasinya makin ribet lebih simple versi lama aplikasinya tambah lambat,aplikasinya makin ribet lebih simpel versi lama aplikasinya tambah lambat,aplikasinya makin ribet lebih simpel versi lama aplikasinya tambah lambat,"['aplikasinya', 'makin', 'ribet', 'lebih', 'simpel', 'versi', 'lama', 'aplikasinya', 'tambah', 'lambat']","['aplikasinya', 'ribet', 'simpel', 'versi', 'aplikasinya', 'lambat']","['aplikasi', 'ribet', 'simpel', 'versi', 'aplikasi', 'lambat']"
409,setelah update lemott banget,setelah memperbarui lemot banget,setelah memperbarui lemot banget,"['setelah', 'memperbarui', 'lemot', 'banget']","['memperbarui', 'lemot', 'banget']","['baru', 'lot', 'banget']"
328,setelah update malah makin gak praktis kalo sudah habis ya jangan di display di atas lah,setelah memperbarui malah makin enggak praktis kalau sudah habis ya jangan di Display di ataslah,setelah memperbarui malah makin enggak praktis kalau sudah habis ya jangan di display di ataslah,"['setelah', 'memperbarui', 'malah', 'makin', 'enggak', 'praktis', 'kalau', 'sudah', 'habis', 'ya', 'jangan', 'di', 'display', 'di', 'ataslah']","['memperbarui', 'praktis', 'habis', 'ya', 'display', 'ataslah']","['baru', 'praktis', 'habis', 'ya', 'display', 'atas']"
199,kenapa ya aplikasi nya lemot bangt loading nya lama pula gak kaya aplikasi yang sebelum nya di rubah ketambah suka tiba keluar sendiri dan harus login bekali kali,kenapa ya aplikasinya lambat banget memuatnya lama pula enggak kayak aplikasi yang sebelumnya diubah ketambah suka tiba keluar sendiri dan harus masuk bekali-kali,kenapa ya aplikasinya lambat banget memuatnya lama pula enggak kayak aplikasi yang sebelumnya diubah ketambah suka tiba keluar sendiri dan harus masuk bekali-kali,"['kenapa', 'ya', 'aplikasinya', 'lambat', 'banget', 'memuatnya', 'lama', 'pula', 'enggak', 'kayak', 'aplikasi', 'yang', 'sebelumnya', 'diubah', 'ketambah', 'suka', 'tiba', 'keluar', 'sendiri', 'dan', 'harus', 'masuk', 'bekali-kali']","['ya', 'aplikasinya', 'lambat', 'banget', 'memuatnya', 'kayak', 'aplikasi', 'diubah', 'ketambah', 'suka', 'masuk', 'bekali-kali']","['ya', 'aplikasi', 'lambat', 'banget', 'muat', 'kayak', 'aplikasi', 'ubah', 'tambah', 'suka', 'masuk', 'bekali-kali']"
78,mines sekali aplikasi sekarang mau upgrade aja susa sebelum update bisa pesen tiket udah update ga bisa pesen harus join member basic giliran mau join ga bisa,admin sekali aplikasi sekarang mau meningkatkan saja susa sebelum perbarui bisa pesan tiket sudah diperbarui enggak bisa pesan harus gabung anggota dasar giliran mau gabung enggak bisa,admin sekali aplikasi sekarang mau meningkatkan saja susa sebelum perbarui bisa pesan tiket sudah diperbarui enggak bisa pesan harus gabung anggota dasar giliran mau gabung enggak bisa,"['admin', 'sekali', 'aplikasi', 'sekarang', 'mau', 'meningkatkan', 'saja', 'susa', 'sebelum', 'perbarui', 'bisa', 'pesan', 'tiket', 'sudah', 'diperbarui', 'enggak', 'bisa', 'pesan', 'harus', 'gabung', 'anggota', 'dasar', 'giliran', 'mau', 'gabung', 'enggak', 'bisa']","['admin', 'aplikasi', 'meningkatkan', 'susa', 'perbarui', 'pesan', 'tiket', 'diperbarui', 'pesan', 'gabung', 'anggota', 'dasar', 'giliran', 'gabung']","['admin', 'aplikasi', 'tingkat', 'susa', 'baru', 'pesan', 'tiket', 'baru', 'pesan', 'gabung', 'anggota', 'dasar', 'gilir', 'gabung']"
377,dengan hormat untuk developer aplikasi access by kai keluhan saya yaitu aksesibilitas dasar aplikasi masih terjadi kendala dimulai dari lambatnya proses login hingga data yang berulang mohon evaluasi tim dan projek ini secara keseluruhan dan mohon dengarkan keluhan kami terimakasih,dengan hormat untuk pengembang aplikasi Access By Kai keluhan saya yaitu aksesibilitas dasar aplikasi masih terjadi kendala dimulai dari lambatnya proses masuk hingga data yang berulang mohon evaluasi tim dan proyek ini secara keseluruhan dan mohon dengarkan keluhan kami terima kasih,dengan hormat untuk pengembang aplikasi access by kai keluhan saya yaitu aksesibilitas dasar aplikasi masih terjadi kendala dimulai dari lambatnya proses masuk hingga data yang berulang mohon evaluasi tim dan proyek ini secara keseluruhan dan mohon dengarkan keluhan kami terima kasih,"['dengan', 'hormat', 'untuk', 'pengembang', 'aplikasi', 'access', 'by', 'kai', 'keluhan', 'saya', 'yaitu', 'aksesibilitas', 'dasar', 'aplikasi', 'masih', 'terjadi', 'kendala', 'dimulai', 'dari', 'lambatnya', 'proses', 'masuk', 'hingga', 'data', 'yang', 'berulang', 'mohon', 'evaluasi', 'tim', 'dan', 'proyek', 'ini', 'secara', 'keseluruhan', 'dan', 'mohon', 'dengarkan', 'keluhan', 'kami', 'terima', 'kasih']","['hormat', 'pengembang', 'aplikasi', 'access', 'by', 'kai', 'keluhan', 'aksesibilitas', 'dasar', 'aplikasi', 'kendala', 'lambatnya', 'proses', 'masuk', 'data', 'berulang', 'mohon', 'evaluasi', 'tim', 'proyek', 'mohon', 'dengarkan', 'keluhan', 'terima', 'kasih']","['hormat', 'kembang', 'aplikasi', 'access', 'by', 'kai', 'keluh', 'aksesibilitas', 'dasar', 'aplikasi', 'kendala', 'lambat', 'proses', 'masuk', 'data', 'ulang', 'mohon', 'evaluasi', 'tim', 'proyek', 'mohon', 'dengar', 'keluh', 'terima', 'kasih']"
399,yg baru lebih lemot,yang baru lebih lambat,yang baru lebih lambat,"['yang', 'baru', 'lebih', 'lambat']",['lambat'],['lambat']
445,update bukan malah tambah lancar malah lemotnya setengah mati tolong benerin bug nya bos,perbarui bukan malah tambah lancar malah lambat setengah mati tolong perbaiki erornya bos,perbarui bukan malah tambah lancar malah lambat setengah mati tolong perbaiki erornya bos,"['perbarui', 'bukan', 'malah', 'tambah', 'lancar', 'malah', 'lambat', 'setengah', 'mati', 'tolong', 'perbaiki', 'erornya', 'bos']","['perbarui', 'lancar', 'lambat', 'mati', 'tolong', 'perbaiki', 'erornya', 'bos']","['baru', 'lancar', 'lambat', 'mati', 'tolong', 'baik', 'eror', 'bos']"
468,udah update malah ga bisa masuk udah menit lebih haduh gimana ini,sudah perbarui malah enggak bisa masuk sudah menit lebih aduh bagaimana ini,sudah perbarui malah enggak bisa masuk sudah menit lebih aduh bagaimana ini,"['sudah', 'perbarui', 'malah', 'enggak', 'bisa', 'masuk', 'sudah', 'menit', 'lebih', 'aduh', 'bagaimana', 'ini']","['perbarui', 'masuk', 'menit', 'aduh']","['baru', 'masuk', 'menit', 'aduh']"
624,tidak bisa pesan tiket kereta antarkota seperti biasanya,tidak bisa pesan tiket kereta antarkota seperti biasanya,tidak bisa pesan tiket kereta antarkota seperti biasanya,"['tidak', 'bisa', 'pesan', 'tiket', 'kereta', 'antarkota', 'seperti', 'biasanya']","['pesan', 'tiket', 'kereta', 'antarkota']","['pesan', 'tiket', 'kereta', 'antarkota']"
534,railmin tolong perbaikin lagi aplikasi nya donk masa mau beli tiket ka di kai terus pas mau pembayaran nya kok tidak ada wallet alfamart indomaret yah jadi agak ribet banget deh,Railmin tolong perbaiki lagi aplikasinya dong masa mau beli tiket KA di KAI terus pas mau pembayarannya kok tidak ada wallet alfamart Indomaret ya jadi agak ribet banget deh,railmin tolong perbaiki lagi aplikasinya dong masa mau beli tiket ka di kai terus pas mau pembayarannya kok tidak ada wallet alfamart indomaret ya jadi agak ribet banget deh,"['railmin', 'tolong', 'perbaiki', 'lagi', 'aplikasinya', 'dong', 'masa', 'mau', 'beli', 'tiket', 'ka', 'di', 'kai', 'terus', 'pas', 'mau', 'pembayarannya', 'kok', 'tidak', 'ada', 'wallet', 'alfamart', 'indomaret', 'ya', 'jadi', 'agak', 'ribet', 'banget', 'deh']","['railmin', 'tolong', 'perbaiki', 'aplikasinya', 'beli', 'tiket', 'ka', 'kai', 'pas', 'pembayarannya', 'wallet', 'alfamart', 'indomaret', 'ya', 'ribet', 'banget', 'deh']","['railmin', 'tolong', 'baik', 'aplikasi', 'beli', 'tiket', 'ka', 'kai', 'pas', 'bayar', 'wallet', 'alfamart', 'indomaret', 'ya', 'ribet', 'banget', 'deh']"
360,aplikasi yang baru lemot parah,aplikasi yang baru lambat parah,aplikasi yang baru lambat parah,"['aplikasi', 'yang', 'baru', 'lambat', 'parah']","['aplikasi', 'lambat', 'parah']","['aplikasi', 'lambat', 'parah']"
338,sejak diupdate malah makin susah aplikasinya lemot sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang malahan gk bisa menyelesaikan sampai step terakhir semoga ada update berikutnya dan bikin gk merepotkan ini update merepotkan sekali mohon dikondisikan min,sejak diperbarui malah makin susah aplikasinya lambat sekali ketika cek tiket dan ketika menyelesaikan langkah setep setelah isi data penumpang malahan enggak bisa menyelesaikan sampai langkah terakhir semoga ada perbarui berikutnya dan bikin enggak merepotkan ini pembaruan merepotkan sekali mohon dikondisikan admin,sejak diperbarui malah makin susah aplikasinya lambat sekali ketika cek tiket dan ketika menyelesaikan langkah setep setelah isi data penumpang malahan enggak bisa menyelesaikan sampai langkah terakhir semoga ada perbarui berikutnya dan bikin enggak merepotkan ini pembaruan merepotkan sekali mohon dikondisikan admin,"['sejak', 'diperbarui', 'malah', 'makin', 'susah', 'aplikasinya', 'lambat', 'sekali', 'ketika', 'cek', 'tiket', 'dan', 'ketika', 'menyelesaikan', 'langkah', 'setep', 'setelah', 'isi', 'data', 'penumpang', 'malahan', 'enggak', 'bisa', 'menyelesaikan', 'sampai', 'langkah', 'terakhir', 'semoga', 'ada', 'perbarui', 'berikutnya', 'dan', 'bikin', 'enggak', 'merepotkan', 'ini', 'pembaruan', 'merepotkan', 'sekali', 'mohon', 'dikondisikan', 'admin']","['diperbarui', 'susah', 'aplikasinya', 'lambat', 'cek', 'tiket', 'menyelesaikan', 'langkah', 'setep', 'isi', 'data', 'penumpang', 'menyelesaikan', 'langkah', 'semoga', 'perbarui', 'bikin', 'merepotkan', 'pembaruan', 'merepotkan', 'mohon', 'dikondisikan', 'admin']","['baru', 'susah', 'aplikasi', 'lambat', 'cek', 'tiket', 'selesai', 'langkah', 'setep', 'isi', 'data', 'tumpang', 'selesai', 'langkah', 'moga', 'baru', 'bikin', 'repot', 'baru', 'repot', 'mohon', 'kondisi', 'admin']"
557,tampilan lama lebih ramah terhadap pengguna,tampilan lama lebih ramah terhadap pengguna,tampilan lama lebih ramah terhadap pengguna,"['tampilan', 'lama', 'lebih', 'ramah', 'terhadap', 'pengguna']","['tampilan', 'ramah', 'pengguna']","['tampil', 'ramah', 'guna']"
290,diperbarui mala jadi lemot banget tiap mbuka apk harus login lagi login lagi mohon ditingkatkan lagi pelayananya,diperbarui malah jadi lambat banget tiap membuka aplikasi harus masuk lagi masuk lagi mohon ditingkatkan lagi pelayanannya,diperbarui malah jadi lambat banget tiap membuka aplikasi harus masuk lagi masuk lagi mohon ditingkatkan lagi pelayanannya,"['diperbarui', 'malah', 'jadi', 'lambat', 'banget', 'tiap', 'membuka', 'aplikasi', 'harus', 'masuk', 'lagi', 'masuk', 'lagi', 'mohon', 'ditingkatkan', 'lagi', 'pelayanannya']","['diperbarui', 'lambat', 'banget', 'membuka', 'aplikasi', 'masuk', 'masuk', 'mohon', 'ditingkatkan', 'pelayanannya']","['baru', 'lambat', 'banget', 'buka', 'aplikasi', 'masuk', 'masuk', 'mohon', 'tingkat', 'layan']"
284,lag banget padahal internet bagus tapi apk susah masuk apalagi semenjak update,eror banget padahal internet bagus tetapi aplikasi susah masuk apalagi semenjak pembaruan,eror banget padahal internet bagus tetapi aplikasi susah masuk apalagi semenjak pembaruan,"['eror', 'banget', 'padahal', 'internet', 'bagus', 'tetapi', 'aplikasi', 'susah', 'masuk', 'apalagi', 'semenjak', 'pembaruan']","['eror', 'banget', 'internet', 'bagus', 'aplikasi', 'susah', 'masuk', 'semenjak', 'pembaruan']","['eror', 'banget', 'internet', 'bagus', 'aplikasi', 'susah', 'masuk', 'semenjak', 'baru']"
331,pas habis update malah makin susah buat masuk ngga ada otak klo sebelum update masih gampang ini beda nih,pas habis memperbarui malah makin susah buat masuk enggak ada otak kalau sebelum memperbarui masih gampang ini beda nih,pas habis memperbarui malah makin susah buat masuk enggak ada otak kalau sebelum memperbarui masih gampang ini beda nih,"['pas', 'habis', 'memperbarui', 'malah', 'makin', 'susah', 'buat', 'masuk', 'enggak', 'ada', 'otak', 'kalau', 'sebelum', 'memperbarui', 'masih', 'gampang', 'ini', 'beda', 'nih']","['pas', 'habis', 'memperbarui', 'susah', 'masuk', 'otak', 'memperbarui', 'gampang', 'beda', 'nih']","['pas', 'habis', 'baru', 'susah', 'masuk', 'otak', 'baru', 'gampang', 'beda', 'nih']"
662,hari ini tgl terjadi eror saya tdk bisa pesan tiket dgn keterangan tidak bisa transaksi perhari saya lakukan restart ulang apk dan al hasil sekarang tidak bisa masuk akun sebelumnya,hari ini tanggal terjadi eror saya tidak bisa pesan tiket dengan keterangan tidak bisa transaksi per hari saya lakukan set ulang aplikasi dan al hasil sekarang tidak bisa masuk akun sebelumnya,hari ini tanggal terjadi eror saya tidak bisa pesan tiket dengan keterangan tidak bisa transaksi per hari saya lakukan set ulang aplikasi dan al hasil sekarang tidak bisa masuk akun sebelumnya,"['hari', 'ini', 'tanggal', 'terjadi', 'eror', 'saya', 'tidak', 'bisa', 'pesan', 'tiket', 'dengan', 'keterangan', 'tidak', 'bisa', 'transaksi', 'per', 'hari', 'saya', 'lakukan', 'set', 'ulang', 'aplikasi', 'dan', 'al', 'hasil', 'sekarang', 'tidak', 'bisa', 'masuk', 'akun', 'sebelumnya']","['tanggal', 'eror', 'pesan', 'tiket', 'keterangan', 'transaksi', 'lakukan', 'set', 'ulang', 'aplikasi', 'al', 'hasil', 'masuk', 'akun']","['tanggal', 'eror', 'pesan', 'tiket', 'terang', 'transaksi', 'laku', 'set', 'ulang', 'aplikasi', 'al', 'hasil', 'masuk', 'akun']"
54,system basi lemot engginer app basi transfer tiket keburu kiamat otp email dah bener muncul eror java terus,sistem basi lambat engginer aplikasi basi transfer tiket keburu Kiamat OTP surel deh benar muncul eror java terus,sistem basi lambat engginer aplikasi basi transfer tiket keburu kiamat otp surel deh benar muncul eror java terus,"['sistem', 'basi', 'lambat', 'engginer', 'aplikasi', 'basi', 'transfer', 'tiket', 'keburu', 'kiamat', 'otp', 'surel', 'deh', 'benar', 'muncul', 'eror', 'java', 'terus']","['sistem', 'basi', 'lambat', 'engginer', 'aplikasi', 'basi', 'transfer', 'tiket', 'keburu', 'kiamat', 'otp', 'surel', 'deh', 'muncul', 'eror', 'java']","['sistem', 'basi', 'lambat', 'engginer', 'aplikasi', 'basi', 'transfer', 'tiket', 'keburu', 'kiamat', 'otp', 'surel', 'deh', 'muncul', 'eror', 'java']"
248,di update bukannya semakin bagus semakin lemmot,diperbarui bukannya makin bagus semakin lammot,diperbarui bukannya makin bagus semakin lammot,"['diperbarui', 'bukannya', 'makin', 'bagus', 'semakin', 'lammot']","['diperbarui', 'bagus', 'lammot']","['baru', 'bagus', 'lammot']"
223,ada update aplikasi otomatis malah nggak bisa di buka bukannya tambah bagus malah tambah buruk,ada perbarui aplikasi otomatis malah enggak bisa dibuka bukannya tambah bagus malah tambah buruk,ada perbarui aplikasi otomatis malah enggak bisa dibuka bukannya tambah bagus malah tambah buruk,"['ada', 'perbarui', 'aplikasi', 'otomatis', 'malah', 'enggak', 'bisa', 'dibuka', 'bukannya', 'tambah', 'bagus', 'malah', 'tambah', 'buruk']","['perbarui', 'aplikasi', 'otomatis', 'dibuka', 'bagus', 'buruk']","['baru', 'aplikasi', 'otomatis', 'buka', 'bagus', 'buruk']"
133,setelah di update dan tampilan baru malah lebih parah bug ny loading lama lemot malah setelah update data nik berubah gmn ini team it ny,setelah diperbarui dan tampilan baru malah lebih parah erornya memuatnya lama lambat malah setelah pembaruan data nik berubah bagaimana ini tim itunya,setelah diperbarui dan tampilan baru malah lebih parah erornya memuatnya lama lambat malah setelah pembaruan data nik berubah bagaimana ini tim itunya,"['setelah', 'diperbarui', 'dan', 'tampilan', 'baru', 'malah', 'lebih', 'parah', 'erornya', 'memuatnya', 'lama', 'lambat', 'malah', 'setelah', 'pembaruan', 'data', 'nik', 'berubah', 'bagaimana', 'ini', 'tim', 'itunya']","['diperbarui', 'tampilan', 'parah', 'erornya', 'memuatnya', 'lambat', 'pembaruan', 'data', 'nik', 'berubah', 'tim', 'itunya']","['baru', 'tampil', 'parah', 'eror', 'muat', 'lambat', 'baru', 'data', 'nik', 'ubah', 'tim', 'itu']"
506,sudah update bukannya makin bagus malah jadi semakin membuat emosi saat pembayaran menggunakan wallet jadi susah sekali password ovo yang saya punya tidak bisa muncul dan dikatakan pembayaran gagal padahal saya sudah update ovo kesel banget lebih bagus kai access versi lama,sudah perbarui bukannya makin bagus malah jadi makin membuat emosi saat pembayaran menggunakan wallet jadi susah sekali kata sandi OVO yang saya punya tidak bisa muncul dan dikatakan pembayaran gagal padahal saya sudah perbarui OVO kesal banget lebih bagus KAI Access versi lama,sudah perbarui bukannya makin bagus malah jadi makin membuat emosi saat pembayaran menggunakan wallet jadi susah sekali kata sandi ovo yang saya punya tidak bisa muncul dan dikatakan pembayaran gagal padahal saya sudah perbarui ovo kesal banget lebih bagus kai access versi lama,"['sudah', 'perbarui', 'bukannya', 'makin', 'bagus', 'malah', 'jadi', 'makin', 'membuat', 'emosi', 'saat', 'pembayaran', 'menggunakan', 'wallet', 'jadi', 'susah', 'sekali', 'kata', 'sandi', 'ovo', 'yang', 'saya', 'punya', 'tidak', 'bisa', 'muncul', 'dan', 'dikatakan', 'pembayaran', 'gagal', 'padahal', 'saya', 'sudah', 'perbarui', 'ovo', 'kesal', 'banget', 'lebih', 'bagus', 'kai', 'access', 'versi', 'lama']","['perbarui', 'bagus', 'emosi', 'pembayaran', 'wallet', 'susah', 'sandi', 'ovo', 'muncul', 'pembayaran', 'gagal', 'perbarui', 'ovo', 'kesal', 'banget', 'bagus', 'kai', 'access', 'versi']","['baru', 'bagus', 'emosi', 'bayar', 'wallet', 'susah', 'sandi', 'ovo', 'muncul', 'bayar', 'gagal', 'baru', 'ovo', 'kesal', 'banget', 'bagus', 'kai', 'access', 'versi']"
